Дата,Товар,Количество,Цена за единицу
2025-07-04,Телефон,32,8.53
2025-10-20,Сумка,23,13.4
2025-12-21,Шорты,33,8.78
2025-11-19,Планшет,11,8.61
2025-01-18,Набор пакетов,24,14.01
2025-06-23,Ручка,26,6.12
2025-12-22,Сумка,16,6.34
2025-02-19,Книга,22,4.95
2025-12-31,Часы,4,3.42
2025-02-04,Штаны,8,13.68
2025-03-18,Сумка,22,8.01
2025-10-18,Ручка,26,7.14
2025-04-18,Кепка,30,18.97
2025-05-05,Набор пакетов,28,8.62
2025-05-08,Свитер,24,4.45
2025-12-23,Футболка,6,12.6
2025-03-08,Книга,27,16.88
2025-07-25,Свитер,7,9.8
2025-06-13,Планшет,19,3.12
2025-08-18,Часы,31,9.2
2025-07-31,Очки,24,15.68
2025-05-03,Кроссовки,3,6.7
2025-02-14,Кроссовки,11,1.74
2025-06-05,Ложка,18,8.61
2025-05-26,Сумка,14,16.28
2025-06-12,Игрушка,28,1.25
2025-02-08,Ноутбук,9,4.33
2025-10-28,Сумка,10,16.08
2025-04-28,Штаны,28,5.47
2025-04-04,Ручка,21,3.86
2025-11-16,Игрушка,21,3.37
2025-09-30,Очки,1,9.24
2025-05-13,Штаны,32,17.24
2025-06-23,Часы,27,8.57
2025-12-21,Ложка,22,16.74
2025-01-25,Очки,10,16.39
2025-10-17,Ручка,26,8.25
2025-01-17,Планшет,27,3.61
2025-12-04,Книга,12,18.75
2025-10-02,Сумка,26,11.41
2025-02-20,Чипсы,27,15.49
2025-12-01,Кроссовки,21,6.08
2025-09-28,Игрушка,5,17.73
2025-11-27,Очки,14,8.16
2025-06-30,Набор пакетов,21,12.37
2025-06-26,Ноутбук,31,12.5
2025-11-11,Свитер,2,7.7
2025-12-29,Ручка,18,6.43
2025-02-19,Штаны,31,13.74
2025-06-02,Футболка,31,10.7
2025-06-16,Шорты,22,4.21
2025-10-01,Сумка,1,12.28
2025-04-05,Планшет,18,12.09
2025-04-12,Набор пакетов,9,2.85
2025-05-02,Часы,11,14.48
2025-11-01,Книга,17,12.0
2025-03-22,Сумка,7,4.11
2025-03-20,Штаны,7,16.09
2025-04-30,Планшет,9,5.17
2025-04-21,Очки,24,9.21
2025-08-17,Чипсы,27,10.5
2025-04-26,Игрушка,10,12.33
2025-04-28,Ноутбук,6,10.39
2025-03-28,Сумка,33,9.15
2025-10-08,Очки,18,3.49
2025-09-17,Ложка,6,8.13
2025-12-04,Ноутбук,16,11.56
2025-08-17,Планшет,5,8.52
2025-04-10,Сумка,20,15.89
2025-08-25,Чипсы,2,13.64
2025-06-13,Футболка,25,3.65
2025-03-20,Кепка,22,14.05
2025-05-02,Ложка,32,3.74
2025-08-26,Свитер,24,14.18
2025-03-17,Чипсы,25,2.14
2025-04-03,Ложка,3,13.65
2025-12-07,Игрушка,9,8.38
2025-11-10,Набор пакетов,21,1.17
2025-06-02,Ноутбук,9,10.35
2025-09-04,Телефон,27,7.47
2025-10-12,Чипсы,19,7.49
2025-09-10,Ручка,29,14.76
2025-05-10,Очки,11,12.1
2025-04-03,Кепка,13,13.72
2025-08-24,Телефон,30,17.43
2025-05-07,Часы,5,7.01
2025-03-26,Ручка,8,11.16
2025-10-27,Шорты,3,11.29
2025-03-11,Свитер,16,1.62
2025-07-12,Сумка,27,13.9
2025-11-30,Сумка,24,10.38
2025-02-19,Очки,18,13.89
2025-05-11,Телефон,16,13.62
2025-04-14,Шорты,22,1.85
2025-09-30,Ноутбук,28,11.64
2025-11-29,Планшет,16,10.89
2025-08-22,Кроссовки,10,10.9
2025-05-06,Свитер,3,18.08
2025-06-17,Планшет,26,15.59
2025-06-12,Игрушка,27,1.64
2025-06-05,Игрушка,18,3.38
2025-03-27,Игрушка,13,11.44
2025-03-22,Ручка,14,3.07
2025-11-23,Игрушка,32,2.06
2025-07-15,Штаны,23,14.34
2025-03-06,Игрушка,13,4.66
2025-12-30,Штаны,2,4.34
2025-06-26,Очки,10,2.99
2025-01-07,Игрушка,12,12.72
2025-09-02,Сумка,33,14.09
2025-12-27,Часы,9,14.17
2025-12-27,Ручка,29,12.71
2025-10-08,Шорты,23,4.54
2025-06-19,Планшет,12,16.7
2025-08-28,Сумка,5,10.26
2025-11-04,Игрушка,2,6.94
2025-01-12,Чипсы,26,7.71
2025-05-18,Книга,15,15.69
2025-04-10,Набор пакетов,13,5.36
2025-01-05,Книга,4,3.06
2025-06-13,Кроссовки,33,17.53
2025-10-15,Набор пакетов,5,17.71
2025-09-17,Шорты,19,6.25
2025-01-10,Набор пакетов,14,5.94
2025-04-28,Кепка,33,9.56
2025-04-20,Чипсы,10,15.83
2025-09-05,Ложка,29,11.42
2025-08-20,Очки,14,17.72
2025-08-23,Чипсы,8,18.68
2025-08-19,Набор пакетов,31,8.95
2025-10-30,Свитер,11,1.4
2025-04-16,Кроссовки,1,18.29
2025-02-02,Штаны,8,16.63
2025-09-24,Сумка,30,10.32
2025-06-23,Кроссовки,3,1.67
2025-03-03,Очки,3,4.28
2025-11-12,Набор пакетов,16,7.23
2025-05-30,Чипсы,7,6.93
2025-01-12,Книга,7,15.5
2025-12-11,Кроссовки,18,18.66
2025-05-02,Планшет,1,16.99
2025-05-03,Ноутбук,20,12.83
2025-04-25,Часы,21,4.44
2025-09-11,Шорты,25,14.26
2025-01-11,Ноутбук,6,2.04
2025-10-11,Штаны,9,7.09
2025-10-17,Шорты,26,16.19
2025-11-27,Игрушка,14,4.75
2025-05-15,Книга,30,2.19
2025-11-15,Штаны,23,10.03
2025-06-11,Кроссовки,14,4.47
2025-11-04,Кепка,5,1.9
2025-02-10,Свитер,2,16.71
2025-12-13,Игрушка,10,4.57
2025-12-31,Книга,6,6.07
2025-07-17,Кепка,13,17.58
2025-10-04,Часы,1,12.75
2025-07-17,Футболка,11,6.36
2025-03-09,Кроссовки,19,5.09
2025-11-14,Сумка,22,11.95
2025-06-28,Телефон,2,12.33
2025-07-28,Ноутбук,32,14.42
2025-11-01,Чипсы,33,9.25
2025-05-07,Свитер,27,2.43
2025-05-28,Ручка,11,5.65
2025-01-29,Очки,22,14.24
2025-10-19,Телефон,10,7.64
2025-07-10,Свитер,24,11.5
2025-08-21,Свитер,26,18.67
2025-06-23,Чипсы,23,16.49
2025-02-10,Кепка,25,8.77
2025-06-25,Игрушка,10,11.07
2025-04-29,Штаны,19,5.14
2025-01-07,Набор пакетов,9,8.53
2025-11-23,Телефон,23,5.64
2025-07-18,Кепка,15,6.93
2025-09-17,Набор пакетов,13,9.34
2025-11-17,Ложка,2,16.56
2025-01-15,Чипсы,19,5.19
2025-06-13,Кроссовки,24,9.56
2025-10-30,Телефон,22,2.53
2025-05-08,Штаны,31,17.97
2025-10-20,Очки,21,11.93
2025-09-22,Набор пакетов,10,7.7
2025-05-23,Телефон,31,8.44
2025-07-05,Набор пакетов,31,1.82
2025-06-07,Кроссовки,23,4.94
2025-10-30,Книга,27,2.79
2025-08-29,Ручка,15,17.4
2025-03-03,Планшет,21,8.74
2025-07-19,Игрушка,1,13.59
2025-04-29,Часы,15,1.97
2025-11-09,Чипсы,33,13.89
2025-10-14,Кепка,13,7.44
2025-06-29,Кроссовки,21,9.64
2025-07-26,Шорты,12,11.2
2025-09-21,Ноутбук,23,18.53
2025-03-30,Ноутбук,3,5.2
2025-07-06,Штаны,33,8.72
2025-12-16,Чипсы,20,5.62
2025-12-26,Свитер,29,2.55
2025-01-20,Очки,20,4.26
2025-07-10,Кроссовки,28,16.68
2025-12-06,Набор пакетов,8,8.09
2025-11-18,Кроссовки,23,1.94
2025-07-30,Шорты,7,3.02
2025-10-29,Телефон,19,10.84
2025-09-09,Сумка,10,5.46
2025-07-31,Сумка,31,3.18
2025-09-22,Телефон,20,5.71
2025-05-26,Часы,11,10.71
2025-11-13,Набор пакетов,4,6.5
2025-08-06,Футболка,4,12.74
2025-07-19,Игрушка,26,13.92
2025-07-05,Планшет,13,4.95
2025-01-12,Телефон,20,2.66
2025-01-08,Очки,13,11.0
2025-05-31,Телефон,11,12.84
2025-06-27,Ручка,9,14.85
2025-07-31,Набор пакетов,29,2.87
2025-08-08,Кепка,31,3.4
2025-03-10,Ноутбук,10,13.59
2025-07-23,Планшет,30,10.36
2025-05-01,Очки,6,18.45
2025-03-29,Игрушка,4,9.12
2025-12-15,Книга,21,5.92
2025-11-30,Телефон,31,10.92
2025-08-07,Книга,33,11.01
2025-07-02,Планшет,23,11.87
2025-03-29,Чипсы,19,1.11
2025-04-10,Штаны,25,13.48
2025-06-16,Ноутбук,28,12.07
2025-11-04,Кепка,14,15.87
2025-07-10,Чипсы,28,3.59
2025-01-06,Футболка,24,17.1
2025-09-24,Часы,6,11.98
2025-07-16,Игрушка,33,8.43
2025-10-15,Кепка,5,4.32
2025-08-23,Шорты,2,17.5
2025-05-24,Игрушка,14,5.07
2025-01-26,Штаны,12,10.61
2025-02-15,Телефон,16,17.91
2025-08-22,Свитер,25,13.11
2025-05-07,Часы,20,7.72
2025-08-15,Футболка,6,14.49
2025-08-23,Телефон,18,6.67
2025-08-12,Ноутбук,18,3.17
2025-07-04,Сумка,31,11.88
2025-10-13,Кепка,4,13.6
2025-09-07,Ноутбук,30,15.95
2025-09-04,Ноутбук,22,16.69
2025-04-26,Ложка,32,13.36
2025-11-08,Игрушка,7,8.98
2025-12-14,Ручка,28,12.61
2025-08-10,Часы,2,15.15
2025-02-17,Штаны,21,9.74
2025-09-05,Телефон,26,15.86
2025-10-17,Очки,16,4.88
2025-10-16,Штаны,15,10.1
2025-08-28,Ручка,4,17.06
2025-05-24,Сумка,10,12.56
2025-08-11,Часы,18,2.61
2025-06-13,Чипсы,19,6.22
2025-12-13,Свитер,2,8.59
2025-06-18,Очки,31,1.41
2025-05-08,Часы,1,12.81
2025-12-11,Чипсы,18,13.21
2025-07-17,Кроссовки,20,16.4
2025-12-28,Планшет,4,11.98
2025-09-29,Штаны,12,5.6
2025-03-08,Телефон,10,14.75
2025-04-13,Кроссовки,33,14.62
2025-10-20,Игрушка,5,8.54
2025-01-24,Планшет,23,8.07
2025-02-15,Сумка,3,4.04
2025-08-22,Сумка,1,4.41
2025-05-18,Планшет,20,18.37
2025-07-12,Шорты,27,5.36
2025-11-14,Чипсы,5,15.89
2025-10-19,Свитер,22,14.68
2025-12-05,Свитер,18,6.56
2025-12-07,Очки,1,14.07
2025-11-04,Планшет,19,6.59
2025-06-13,Кепка,12,5.84
2025-08-04,Футболка,31,17.8
2025-02-08,Кроссовки,17,4.08
2025-07-27,Ручка,6,12.32
2025-03-22,Кроссовки,15,14.91
2025-01-14,Чипсы,17,3.36
2025-07-26,Часы,2,3.42
2025-01-05,Свитер,24,14.51
2025-05-07,Телефон,10,4.86
2025-06-22,Свитер,10,11.92
2025-03-30,Штаны,21,18.35
2025-01-16,Ложка,29,11.55
2025-11-01,Очки,6,18.49
2025-10-19,Свитер,6,3.17
2025-08-28,Сумка,17,7.1
2025-04-24,Игрушка,12,1.29
2025-01-26,Шорты,11,4.79
2025-05-27,Штаны,32,9.93
2025-10-16,Набор пакетов,15,4.65
2025-01-16,Ручка,20,17.42
2025-04-04,Сумка,31,12.81
2025-09-08,Очки,20,1.58
2025-07-16,Игрушка,29,9.56
2025-04-04,Очки,3,4.03
2025-08-20,Футболка,12,4.51
2025-09-12,Свитер,6,11.63
2025-06-07,Шорты,3,15.5
2025-11-03,Ручка,20,5.55
2025-12-08,Планшет,27,11.87
2025-11-11,Чипсы,4,8.65
2025-03-27,Телефон,30,13.4
2025-09-25,Ручка,25,9.3
2025-04-04,Телефон,15,2.27
2025-04-20,Футболка,27,4.87
2025-12-09,Часы,11,16.0
2025-08-26,Планшет,26,16.2
2025-10-22,Ложка,24,11.4
2025-11-13,Свитер,29,1.48
2025-03-02,Телефон,21,4.12
2025-09-30,Футболка,12,17.43
2025-07-26,Шорты,30,14.38
2025-02-10,Кроссовки,7,4.62
2025-06-03,Планшет,16,6.54
2025-11-27,Штаны,11,15.16
2025-10-26,Телефон,13,3.87
2025-04-03,Игрушка,22,15.46
2025-09-27,Ручка,17,15.81
2025-01-24,Очки,26,1.71
2025-08-22,Кепка,15,2.41
2025-12-23,Штаны,31,9.74
2025-01-12,Чипсы,5,11.28
2025-08-11,Чипсы,31,4.71
2025-04-20,Свитер,29,17.16
2025-07-25,Кепка,30,12.21
2025-06-02,Ручка,29,8.94
2025-08-02,Набор пакетов,25,11.41
2025-04-28,Сумка,3,6.78
2025-10-16,Футболка,12,18.83
2025-01-19,Планшет,3,8.95
2025-02-07,Футболка,10,3.32
2025-01-10,Сумка,13,16.91
2025-07-20,Планшет,2,16.45
2025-02-03,Сумка,5,17.69
2025-06-21,Набор пакетов,31,15.34
2025-06-05,Книга,32,8.31
2025-08-10,Планшет,13,12.23
2025-10-19,Свитер,4,11.58
2025-01-01,Ноутбук,14,17.33
2025-07-30,Футболка,28,16.62
2025-08-03,Набор пакетов,21,14.96
2025-03-17,Свитер,24,6.95
2025-11-11,Кепка,19,9.48
2025-05-18,Часы,10,1.51
2025-07-31,Книга,18,6.0
2025-08-01,Кроссовки,5,2.76
2025-04-03,Планшет,14,16.98
2025-08-19,Планшет,14,11.83
2025-07-21,Очки,29,18.91
2025-06-28,Набор пакетов,13,6.18
2025-01-24,Телефон,20,12.09
2025-12-30,Телефон,16,1.71
2025-08-16,Ложка,23,6.42
2025-10-13,Планшет,31,5.12
2025-02-15,Очки,14,17.17
2025-11-17,Сумка,10,16.78
2025-08-11,Книга,1,10.78
2025-05-27,Свитер,12,10.41
2025-10-02,Футболка,3,3.88
2025-11-07,Кроссовки,19,7.03
2025-03-28,Игрушка,9,6.78
2025-07-23,Телефон,11,18.27
2025-09-13,Очки,23,9.15
2025-10-21,Свитер,5,11.7
2025-05-26,Очки,16,9.68
2025-06-21,Ложка,7,4.54
2025-11-30,Ручка,32,15.15
2025-03-29,Ложка,24,11.73
2025-06-05,Часы,14,6.71
2025-09-16,Часы,7,13.58
2025-04-29,Кроссовки,1,8.32
2025-05-28,Кроссовки,6,10.03
2025-04-30,Шорты,25,1.49
2025-03-04,Шорты,16,15.12
2025-10-02,Набор пакетов,24,11.96
2025-11-18,Планшет,16,5.68
2025-02-11,Набор пакетов,20,15.82
2025-12-12,Телефон,1,17.03
2025-11-25,Телефон,7,10.02
2025-11-16,Набор пакетов,21,18.27
2025-11-06,Кроссовки,3,3.03
2025-04-19,Телефон,7,14.64
2025-01-23,Штаны,19,5.7
2025-09-19,Набор пакетов,26,16.27
2025-08-30,Свитер,26,4.83
2025-09-01,Кроссовки,32,7.69
2025-02-23,Ручка,33,7.68
2025-04-04,Ноутбук,6,16.87
2025-01-26,Шорты,7,1.04
2025-02-06,Часы,5,8.76
2025-01-25,Ноутбук,18,2.29
2025-10-20,Ложка,21,9.15
2025-07-27,Телефон,21,12.49
2025-08-19,Очки,24,18.53
2025-05-08,Очки,23,8.52
2025-07-21,Шорты,25,11.95
2025-07-30,Кроссовки,12,16.88
2025-10-25,Ручка,17,9.46
2025-04-11,Ноутбук,14,14.54
2025-11-26,Набор пакетов,14,4.1
2025-02-11,Книга,28,6.78
2025-04-19,Телефон,25,13.66
2025-09-05,Планшет,1,9.32
2025-07-02,Книга,5,2.56
2025-10-23,Штаны,3,11.51
2025-02-16,Телефон,31,3.79
2025-08-09,Сумка,6,1.43
2025-06-26,Набор пакетов,21,4.56
2025-09-21,Штаны,32,17.53
2025-09-03,Ручка,8,11.37
2025-02-26,Футболка,22,18.46
2025-07-05,Кроссовки,26,17.04
2025-06-29,Шорты,22,14.43
2025-04-14,Ноутбук,27,7.96
2025-09-26,Чипсы,27,4.77
2025-07-22,Ручка,4,3.4
2025-04-24,Ноутбук,14,11.82
2025-04-15,Набор пакетов,11,9.02
2025-03-18,Игрушка,30,4.32
2025-01-28,Шорты,12,9.98
2025-03-28,Ноутбук,4,3.12
2025-09-04,Сумка,31,8.57
2025-11-30,Ручка,27,13.83
2025-10-14,Телефон,5,18.19
2025-11-22,Чипсы,15,1.44
2025-03-31,Шорты,8,16.95
2025-08-17,Чипсы,20,1.81
2025-02-03,Штаны,7,12.92
2025-02-17,Набор пакетов,19,3.41
2025-10-02,Сумка,18,11.24
2025-04-18,Футболка,5,10.73
2025-09-07,Планшет,29,18.65
2025-11-14,Футболка,33,11.11
2025-01-30,Ноутбук,14,7.56
2025-07-11,Телефон,1,12.07
2025-05-19,Набор пакетов,25,13.02
2025-01-11,Кепка,22,4.59
2025-09-18,Игрушка,32,18.58
2025-08-15,Штаны,32,3.46
2025-07-17,Очки,15,16.67
2025-04-19,Кроссовки,4,18.84
2025-06-28,Очки,22,4.87
2025-04-23,Ноутбук,32,6.9
2025-05-30,Футболка,27,17.32
2025-06-15,Кроссовки,21,1.95
2025-09-03,Ложка,32,18.13
2025-05-15,Кроссовки,2,13.83
2025-05-16,Очки,30,5.25
2025-12-09,Ноутбук,11,4.48
2025-07-09,Футболка,31,14.51
2025-07-18,Книга,28,13.67
2025-09-19,Очки,33,14.75
2025-02-22,Телефон,27,8.68
2025-08-18,Игрушка,17,14.69
2025-09-26,Часы,9,8.26
2025-05-21,Ручка,17,7.64
2025-10-02,Шорты,16,3.99
2025-01-23,Сумка,29,15.03
2025-08-29,Штаны,15,16.84
2025-05-25,Очки,9,7.44
2025-10-10,Ноутбук,14,3.36
2025-08-29,Планшет,32,4.43
2025-03-10,Ручка,4,3.1
2025-02-02,Чипсы,17,1.14
2025-08-15,Ручка,11,13.02
2025-03-22,Ложка,7,14.9
2025-03-09,Футболка,22,17.08
2025-02-22,Кроссовки,27,7.36
2025-01-17,Набор пакетов,27,16.55
2025-05-01,Книга,25,3.79
2025-08-14,Футболка,9,10.89
2025-02-17,Ноутбук,1,14.8
2025-12-21,Сумка,25,3.58
2025-03-22,Ручка,21,2.86
2025-07-16,Телефон,32,10.06
2025-12-14,Очки,17,14.05
2025-11-12,Телефон,27,3.1
2025-09-26,Часы,23,14.61
2025-08-09,Телефон,16,6.81
2025-02-19,Чипсы,11,8.25
2025-11-20,Штаны,17,3.51
2025-09-23,Сумка,23,15.66
2025-12-14,Кроссовки,25,12.71
2025-03-15,Планшет,28,8.17
2025-12-22,Чипсы,2,15.14
2025-09-06,Чипсы,3,6.26
2025-10-22,Ручка,1,3.81
2025-10-07,Кроссовки,29,15.45
2025-09-16,Футболка,29,14.71
2025-05-18,Книга,20,18.06
2025-02-17,Планшет,21,18.09
2025-02-16,Футболка,6,11.67
2025-07-27,Кроссовки,19,18.69
2025-09-16,Шорты,26,6.33
2025-06-28,Кроссовки,18,5.67
2025-05-27,Чипсы,14,4.8
2025-08-08,Свитер,9,16.23
2025-11-11,Шорты,3,9.88
2025-09-05,Планшет,13,9.86
2025-09-03,Свитер,19,15.52
2025-04-08,Свитер,33,17.42
2025-06-12,Ложка,23,7.14
2025-12-25,Очки,30,8.11
2025-12-28,Ручка,14,11.15
2025-05-07,Книга,24,18.52
2025-01-09,Ноутбук,12,5.02
2025-01-22,Игрушка,2,9.28
2025-12-10,Книга,28,10.6
2025-11-07,Ложка,15,15.18
2025-09-25,Книга,27,2.26
2025-03-01,Ноутбук,7,18.2
2025-07-06,Шорты,33,7.33
2025-09-16,Чипсы,4,14.62
2025-12-14,Шорты,18,15.72
2025-10-05,Футболка,19,10.76
2025-05-27,Очки,27,12.95
2025-10-01,Часы,28,7.0
2025-12-14,Часы,18,8.12
2025-05-05,Набор пакетов,13,15.38
2025-10-18,Чипсы,13,10.35
2025-10-30,Ноутбук,28,8.38
2025-12-04,Игрушка,17,18.96
2025-03-29,Очки,24,3.03
2025-08-26,Набор пакетов,20,13.35
2025-06-27,Планшет,7,12.26
2025-12-07,Футболка,30,15.42
2025-05-24,Свитер,31,10.49
2025-12-19,Кепка,31,9.98
2025-04-02,Шорты,22,15.82
2025-05-28,Очки,13,2.8
2025-02-13,Планшет,25,15.28
2025-03-03,Сумка,11,2.97
2025-08-21,Штаны,27,16.67
2025-04-12,Свитер,15,16.81
2025-01-02,Футболка,27,6.42
2025-12-07,Свитер,17,8.3
2025-02-03,Ручка,32,7.5
2025-07-05,Чипсы,16,8.1
2025-06-01,Планшет,19,13.66
2025-05-12,Планшет,19,6.89
2025-11-04,Футболка,23,2.67
2025-12-26,Кроссовки,22,5.6
2025-11-10,Набор пакетов,14,18.66
2025-12-03,Свитер,18,18.8
2025-11-03,Книга,2,18.8
2025-11-29,Телефон,13,13.44
2025-04-26,Очки,11,15.31
2025-06-20,Свитер,11,14.26
2025-02-19,Свитер,30,7.83
2025-07-15,Книга,2,9.85
2025-03-11,Свитер,8,7.63
2025-06-18,Футболка,5,11.06
2025-08-20,Свитер,17,16.49
2025-06-16,Книга,16,6.1
2025-04-07,Ручка,30,2.54
2025-12-24,Книга,18,4.18
2025-08-02,Книга,18,1.66
2025-06-14,Очки,25,5.42
2025-08-18,Кроссовки,19,13.1
2025-02-08,Кроссовки,9,1.39
2025-06-04,Свитер,29,13.73
2025-07-27,Игрушка,32,8.32
2025-01-19,Сумка,16,12.47
2025-12-03,Шорты,22,12.44
2025-10-14,Книга,31,13.49
2025-02-22,Чипсы,6,16.13
2025-08-07,Планшет,25,5.11
2025-03-30,Ложка,1,12.8
2025-09-22,Игрушка,33,18.25
2025-12-10,Шорты,28,6.4
2025-10-15,Очки,20,5.17
2025-05-04,Свитер,29,12.43
2025-01-22,Ложка,33,12.32
2025-12-28,Книга,16,18.13
2025-05-01,Футболка,2,12.05
2025-03-27,Книга,18,15.02
2025-02-23,Сумка,10,17.34
2025-02-07,Планшет,30,7.53
2025-07-16,Штаны,26,2.67
2025-09-21,Набор пакетов,16,9.33
2025-05-07,Кепка,23,2.92
2025-11-03,Книга,14,7.74
2025-08-30,Телефон,14,11.41
2025-08-30,Шорты,30,8.52
2025-09-05,Книга,2,4.63
2025-02-27,Ручка,1,8.03
2025-09-24,Часы,21,9.81
2025-12-19,Планшет,13,5.69
2025-12-09,Свитер,19,7.8
2025-09-28,Свитер,6,2.15
2025-11-07,Игрушка,25,2.74
2025-08-05,Книга,19,5.57
2025-11-06,Кепка,30,6.83
2025-07-03,Кепка,33,6.42
2025-02-25,Набор пакетов,4,6.31
2025-09-02,Свитер,23,10.12
2025-12-20,Чипсы,25,14.72
2025-12-30,Планшет,19,18.55
